year,county,num_vehicle,county
2014,Santa Barbara,7542,1
2014,Santa Barbara,9184,1
2014,Santa Barbara,244224,1
2014,Santa Clara,1,1
2014,Santa Clara,2,1
2014,Santa Clara,6,1
2014,Santa Clara,7,2
2014,Santa Clara,9,2
2014,Santa Clara,12,1
2014,Santa Clara,21,1
2014,Santa Clara,22,1
2014,Santa Clara,36,1
2014,Santa Clara,37,1
2014,Santa Clara,53,1
2014,Santa Clara,58,2
2014,Santa Clara,90,1
2014,Santa Clara,123,1
2014,Santa Clara,239,1
2014,Santa Clara,318,1
2014,Santa Clara,388,1
2014,Santa Clara,470,1
2014,Santa Clara,666,1
2014,Santa Clara,701,1
2014,Santa Clara,914,1
2014,Santa Clara,2198,1
2014,Santa Clara,2357,1
2014,Santa Clara,3013,1
2014,Santa Clara,4833,1
2014,Santa Clara,16759,1
2014,Santa Clara,25797,1
2014,Santa Clara,51907,1
2014,Santa Clara,1110009,1
2014,Santa Cruz,1,2
2014,Santa Cruz,2,3
2014,Santa Cruz,3,1
2014,Santa Cruz,4,2
2014,Santa Cruz,7,1
2014,Santa Cruz,8,1
2014,Santa Cruz,11,2
2014,Santa Cruz,25,1
2014,Santa Cruz,27,1
2014,Santa Cruz,48,1
2014,Santa Cruz,57,1
2014,Santa Cruz,69,1
2014,Santa Cruz,98,1
2014,Santa Cruz,132,1
2014,Santa Cruz,180,1
2014,Santa Cruz,193,1
2014,Santa Cruz,261,1
2014,Santa Cruz,4141,1
2014,Santa Cruz,5569,1
2014,Santa Cruz,7325,1
2014,Santa Cruz,159810,1
2014,Shasta,1,1
2014,Shasta,2,1
2014,Shasta,3,2
2014,Shasta,4,2
2014,Shasta,12,1
2014,Shasta,21,1
2014,Shasta,22,1
2014,Shasta,33,1
2014,Shasta,2015,1
2014,Shasta,4454,1
2014,Shasta,9097,1
2014,Shasta,106301,1
2014,Sierra,1,1
2014,Sierra,24,1
2014,Sierra,79,1
2014,Sierra,278,1
2014,Sierra,2458,1
2014,Siskiyou,1,6
2014,Siskiyou,2,3
2014,Siskiyou,4,3
2014,Siskiyou,378,1
2014,Siskiyou,1049,1
2014,Siskiyou,3730,1
2014,Siskiyou,30283,1
2014,Solano,1,2
2014,Solano,2,2
2014,Solano,3,1
2014,Solano,5,2
2014,Solano,6,1
2014,Solano,8,2
2014,Solano,11,1
2014,Solano,12,1
2014,Solano,21,1
2014,Solano,35,1
2014,Solano,55,1
2014,Solano,82,1
2014,Solano,138,1
2014,Solano,163,1
2014,Solano,191,1
2014,Solano,193,1
2014,Solano,6974,1
2014,Solano,7350,1
2014,Solano,8830,1
2014,Solano,251165,1
2014,Sonoma,1,2
2014,Sonoma,2,1
2014,Sonoma,3,3
2014,Sonoma,4,2
2014,Sonoma,5,1
2014,Sonoma,8,1
2014,Sonoma,16,1
2014,Sonoma,17,1
2014,Sonoma,18,1
2014,Sonoma,19,1
2014,Sonoma,20,1
2014,Sonoma,27,1
2014,Sonoma,32,1
2014,Sonoma,34,1
2014,Sonoma,57,1
2014,Sonoma,102,1
2014,Sonoma,109,1
2014,Sonoma,141,1
2014,Sonoma,376,1
2014,Sonoma,380,1
2014,Sonoma,489,1
2014,Sonoma,10155,1
2014,Sonoma,13401,1
2014,Sonoma,13798,1
2014,Sonoma,306007,1
2014,Stanislaus,1,6
2014,Stanislaus,2,2
2014,Stanislaus,3,1
2014,Stanislaus,4,1
2014,Stanislaus,7,2
2014,Stanislaus,11,1
2014,Stanislaus,13,1
2014,Stanislaus,15,1
2014,Stanislaus,20,1
2014,Stanislaus,49,1
2014,Stanislaus,66,2
2014,Stanislaus,4115,1
2014,Stanislaus,10483,1
2014,Stanislaus,13616,1
2014,Stanislaus,279516,1
2014,Sutter,1,3
2014,Sutter,3,2
2014,Sutter,4,2
2014,Sutter,5,1
2014,Sutter,8,1
2014,Sutter,12,1
2014,Sutter,829,1
2014,Sutter,2688,1
2014,Sutter,3213,1
2014,Sutter,53137,1
2014,Tehama,1,5
2014,Tehama,5,1
2014,Tehama,6,1
2014,Tehama,7,1
2014,Tehama,526,1
2014,Tehama,1759,1
2014,Tehama,3821,1
2014,Tehama,35885,1
2014,Trinity,1,3
2014,Trinity,2,1
2014,Trinity,99,1
2014,Trinity,282,1
2014,Trinity,1124,1
2014,Trinity,9453,1
2014,Tulare,1,5
2014,Tulare,2,1
2014,Tulare,3,1
2014,Tulare,5,1
2014,Tulare,6,1
2014,Tulare,8,1
2014,Tulare,9,1
2014,Tulare,10,1
2014,Tulare,23,1
2014,Tulare,24,1
2014,Tulare,29,1
2014,Tulare,30,1
2014,Tulare,2531,1
2014,Tulare,8761,1
2014,Tulare,12233,1
2014,Tulare,221392,1
2014,Tuolumne,1,6
2014,Tuolumne,2,2
2014,Tuolumne,3,1
2014,Tuolumne,6,1
2014,Tuolumne,9,1
2014,Tuolumne,600,1
2014,Tuolumne,1456,1
2014,Tuolumne,3066,1
2014,Tuolumne,39286,1
2014,Ventura,3,2
2014,Ventura,5,1
2014,Ventura,6,3
2014,Ventura,7,1
2014,Ventura,9,1
2014,Ventura,13,1
2014,Ventura,15,1
2014,Ventura,16,1
2014,Ventura,20,1
2014,Ventura,21,1
2014,Ventura,29,1
2014,Ventura,39,2
2014,Ventura,43,1
2014,Ventura,74,1
2014,Ventura,79,1
2014,Ventura,123,1
2014,Ventura,176,1
2014,Ventura,278,1
2014,Ventura,286,1
2014,Ventura,304,1
2014,Ventura,730,1
2014,Ventura,13584,1
2014,Ventura,16928,1
2014,Ventura,18993,1
2014,Ventura,508230,1
2014,Yolo,1,4
2014,Yolo,6,3
2014,Yolo,8,2
2014,Yolo,10,1
2014,Yolo,12,1
2014,Yolo,13,1
2014,Yolo,23,1
2014,Yolo,24,1
2014,Yolo,29,1
2014,Yolo,33,1
2014,Yolo,36,1
2014,Yolo,78,1
2014,Yolo,93,1
2014,Yolo,146,1
2014,Yolo,4165,1
2014,Yolo,4202,1
2014,Yolo,4332,1
2014,Yolo,104267,1
2014,Yuba,1,6
2014,Yuba,3,2
2014,Yuba,4,1
2014,Yuba,6,1
2014,Yuba,7,1
2014,Yuba,9,1
2014,Yuba,702,1
2014,Yuba,1544,1
2014,Yuba,2335,1
2014,Yuba,37943,1
2015,Alameda,1,1
2015,Alameda,3,1
2015,Alameda,5,1
2015,Alameda,9,1
2015,Alameda,11,1
2015,Alameda,13,1
2015,Alameda,22,1
2015,Alameda,23,1
2015,Alameda,25,1
2015,Alameda,27,1
2015,Alameda,43,1
2015,Alameda,55,1
2015,Alameda,87,1
2015,Alameda,105,1
2015,Alameda,145,1
2015,Alameda,175,1
2015,Alameda,178,1
2015,Alameda,242,1
2015,Alameda,262,1
2015,Alameda,269,1
2015,Alameda,274,1
2015,Alameda,335,1
2015,Alameda,504,1
2015,Alameda,557,1
2015,Alameda,981,1
2015,Alameda,1264,1
2015,Alameda,1890,1
2015,Alameda,2070,1
2015,Alameda,3984,1
2015,Alameda,15289,1
2015,Alameda,23889,1
2015,Alameda,45239,1
2015,Alameda,877787,1
2015,Alpine,1,1
2015,Alpine,2,1
2015,Alpine,18,1
2015,Alpine,49,1
2015,Alpine,143,1
2015,Alpine,2503,1
2015,Amador,1,4
2015,Amador,3,3
2015,Amador,4,2
2015,Amador,10,1
2015,Amador,11,1
2015,Amador,15,1
2015,Amador,546,1
2015,Amador,1165,1
2015,Amador,2604,1
2015,Amador,28437,1
2015,Butte,1,2
2015,Butte,2,1
2015,Butte,4,1
2015,Butte,5,2
2015,Butte,6,1
2015,Butte,7,1
2015,Butte,13,1
2015,Butte,15,1
2015,Butte,17,1
2015,Butte,34,1
2015,Butte,37,1
2015,Butte,42,1
2015,Butte,2915,1
2015,Butte,5451,1
2015,Butte,8146,1
2015,Butte,123465,1
2015,Calaveras,1,3
2015,Calaveras,2,3
2015,Calaveras,3,1
2015,Calaveras,4,1
2015,Calaveras,5,1
2015,Calaveras,6,1
2015,Calaveras,8,1
2015,Calaveras,9,1
2015,Calaveras,16,1
2015,Calaveras,744,1
2015,Calaveras,1431,1
2015,Calaveras,3697,1
2015,Calaveras,36582,1
2015,Colusa,1,4
2015,Colusa,2,1
2015,Colusa,8,1
2015,Colusa,145,1
2015,Colusa,1073,1
2015,Colusa,1276,1
2015,Colusa,13029,1
2015,Contra Costa,1,1
2015,Contra Costa,2,1
2015,Contra Costa,4,1
2015,Contra Costa,6,2
2015,Contra Costa,10,1
2015,Contra Costa,11,1
2015,Contra Costa,16,1
2015,Contra Costa,18,1
2015,Contra Costa,27,1
2015,Contra Costa,32,1
2015,Contra Costa,35,1
2015,Contra Costa,46,1
2015,Contra Costa,52,1
2015,Contra Costa,60,1
2015,Contra Costa,69,1
2015,Contra Costa,92,1
2015,Contra Costa,94,1
2015,Contra Costa,109,1
2015,Contra Costa,130,1
2015,Contra Costa,197,1
2015,Contra Costa,215,1
2015,Contra Costa,345,1
2015,Contra Costa,428,1
2015,Contra Costa,632,1
2015,Contra Costa,924,1
2015,Contra Costa,1064,1
2015,Contra Costa,1086,1
2015,Contra Costa,1300,1
2015,Contra Costa,15081,1
2015,Contra Costa,21797,1
2015,Contra Costa,29675,1
2015,Contra Costa,663835,1
2015,Del Norte,1,4
2015,Del Norte,3,1
2015,Del Norte,4,1
2015,Del Norte,15,1
2015,Del Norte,202,1
2015,Del Norte,662,1
2015,Del Norte,1258,1
2015,Del Norte,13913,1
2015,El Dorado,1,2
2015,El Dorado,2,1
2015,El Dorado,3,1
2015,El Dorado,4,2
2015,El Dorado,5,1
2015,El Dorado,6,2
2015,El Dorado,7,2
2015,El Dorado,8,1
2015,El Dorado,11,1
2015,El Dorado,14,2
2015,El Dorado,28,1
2015,El Dorado,38,1
2015,El Dorado,44,1
2015,El Dorado,76,1
2015,El Dorado,86,1
2015,El Dorado,89,1
2015,El Dorado,101,1
2015,El Dorado,139,1
2015,El Dorado,3627,1
2015,El Dorado,4422,1
2015,El Dorado,8407,1
2015,El Dorado,120879,1
2015,Fresno,1,2
2015,Fresno,2,3
2015,Fresno,3,2
2015,Fresno,4,2
2015,Fresno,6,1
2015,Fresno,8,1
2015,Fresno,9,1
2015,Fresno,10,2
2015,Fresno,12,1
2015,Fresno,13,1
2015,Fresno,21,1
2015,Fresno,23,1
2015,Fresno,30,1
2015,Fresno,41,1
2015,Fresno,52,1
2015,Fresno,67,1
2015,Fresno,68,1
2015,Fresno,103,1
2015,Fresno,159,1
2015,Fresno,184,1
2015,Fresno,504,1
2015,Fresno,8383,1
2015,Fresno,12960,1
2015,Fresno,26000,1
2015,Fresno,483542,1
2015,Glenn,1,3
2015,Glenn,2,1
2015,Glenn,3,2
2015,Glenn,187,1
2015,Glenn,1025,1
2015,Glenn,1777,1
2015,Glenn,16784,1
2015,Humboldt,1,7
2015,Humboldt,2,4
2015,Humboldt,4,1
2015,Humboldt,7,1
2015,Humboldt,8,2
2015,Humboldt,10,2
2015,Humboldt,12,1
2015,Humboldt,27,1
2015,Humboldt,29,1
2015,Humboldt,68,1
2015,Humboldt,81,1
2015,Humboldt,179,1
2015,Humboldt,2193,1
2015,Humboldt,2831,1
2015,Humboldt,8059,1
2015,Humboldt,81050,1
2015,Imperial,1,4
2015,Imperial,2,2
2015,Imperial,3,1
2015,Imperial,4,1
2015,Imperial,6,1
2015,Imperial,8,2
2015,Imperial,9,1
2015,Imperial,13,1
2015,Imperial,899,1
2015,Imperial,2981,1
2015,Imperial,5967,1
2015,Imperial,112966,1
2015,Inyo,1,5
2015,Inyo,2,1
2015,Inyo,7,1
2015,Inyo,224,1
2015,Inyo,567,1
2015,Inyo,1268,1
2015,Inyo,13475,1
2015,Kern,1,5
2015,Kern,2,2
2015,Kern,3,5
2015,Kern,4,2
2015,Kern,5,1
2015,Kern,6,1
2015,Kern,7,1
2015,Kern,9,1
2015,Kern,15,1
2015,Kern,17,1
2015,Kern,22,1
2015,Kern,26,1
2015,Kern,53,1
2015,Kern,58,1
2015,Kern,59,1
2015,Kern,70,1
2015,Kern,88,1
2015,Kern,122,1
2015,Kern,136,1
2015,Kern,6498,1
2015,Kern,19058,1
2015,Kern,29891,1
2015,Kern,426435,1
2015,Kings,1,1
2015,Kings,2,2
2015,Kings,3,2
2015,Kings,5,1
2015,Kings,6,1
2015,Kings,7,1
2015,Kings,9,1
2015,Kings,11,1
2015,Kings,12,1
2015,Kings,926,1
2015,Kings,2623,1
2015,Kings,4946,1
2015,Kings,65794,1
2015,Lake,1,5
2015,Lake,2,4
2015,Lake,3,1
2015,Lake,5,1
2015,Lake,7,1
2015,Lake,9,2
2015,Lake,21,1
2015,Lake,25,1
2015,Lake,911,1
2015,Lake,1701,1
2015,Lake,3133,1
2015,Lake,45949,1
2015,Lassen,1,6
2015,Lassen,2,1
2015,Lassen,146,1
2015,Lassen,901,1
2015,Lassen,2189,1
2015,Lassen,16155,1
2015,Los Angeles,2,1
2015,Los Angeles,3,2
2015,Los Angeles,5,1
2015,Los Angeles,6,1
2015,Los Angeles,10,1
2015,Los Angeles,12,1
2015,Los Angeles,28,1
2015,Los Angeles,40,1
2015,Los Angeles,52,1
2015,Los Angeles,70,1
2015,Los Angeles,84,1
2015,Los Angeles,92,1
2015,Los Angeles,96,1
2015,Los Angeles,116,2
2015,Los Angeles,120,1
2015,Los Angeles,154,1
2015,Los Angeles,159,1
2015,Los Angeles,163,1
2015,Los Angeles,171,1
2015,Los Angeles,179,1
2015,Los Angeles,453,1
2015,Los Angeles,495,1
2015,Los Angeles,542,1
2015,Los Angeles,567,1
2015,Los Angeles,572,1
2015,Los Angeles,593,1
2015,Los Angeles,721,1
2015,Los Angeles,1308,1
2015,Los Angeles,1913,1
2015,Los Angeles,2332,1
2015,Los Angeles,2756,1
2015,Los Angeles,3722,1
2015,Los Angeles,4323,1
2015,Los Angeles,6096,1
2015,Los Angeles,7662,1
2015,Los Angeles,9664,1
2015,Los Angeles,67411,1
2015,Los Angeles,169711,1
2015,Los Angeles,212653,1
2015,Los Angeles,5466988,1
2015,Madera,1,4
2015,Madera,2,3
2015,Madera,4,1
2015,Madera,5,1
2015,Madera,6,1
2015,Madera,7,1
2015,Madera,12,1
2015,Madera,16,1
2015,Madera,18,1
2015,Madera,19,1
2015,Madera,26,1
2015,Madera,31,1
2015,Madera,1226,1
2015,Madera,3773,1
2015,Madera,4428,1
2015,Madera,76840,1
2015,Marin,1,1
2015,Marin,3,1
2015,Marin,4,2
2015,Marin,5,1
2015,Marin,7,1
2015,Marin,10,2
2015,Marin,11,3
2015,Marin,17,1
2015,Marin,30,1
2015,Marin,34,1
2015,Marin,45,3
2015,Marin,46,2
2015,Marin,50,1
2015,Marin,95,1
2015,Marin,145,1
2015,Marin,152,1
2015,Marin,282,1
2015,Marin,371,1
2015,Marin,393,1
2015,Marin,471,1
2015,Marin,538,1
2015,Marin,3471,1
2015,Marin,5012,1
2015,Marin,12310,1
2015,Marin,158977,1
2015,Mariposa,1,4
2015,Mariposa,2,2
2015,Mariposa,3,1
2015,Mariposa,4,1
2015,Mariposa,247,1
2015,Mariposa,543,1
2015,Mariposa,1296,1
2015,Mariposa,14161,1
2015,Mendocino,1,5
2015,Mendocino,2,4
2015,Mendocino,3,1
2015,Mendocino,4,3
2015,Mendocino,5,1
2015,Mendocino,11,1
2015,Mendocino,18,1
2015,Mendocino,24,1
2015,Mendocino,25,1
2015,Mendocino,41,1
2015,Mendocino,65,1
2015,Mendocino,81,1
2015,Mendocino,1744,1
2015,Mendocino,2047,1
2015,Mendocino,5573,1
2015,Mendocino,60625,1
2015,Merced,1,5
2015,Merced,2,1
2015,Merced,9,2
2015,Merced,11,1
2015,Merced,12,1
2015,Merced,13,2
2015,Merced,29,1
2015,Merced,30,1
2015,Merced,33,1
2015,Merced,1899,1
2015,Merced,5131,1
2015,Merced,7037,1
2015,Merced,133474,1
2015,Modoc,1,2
2015,Modoc,50,1
2015,Modoc,307,1
2015,Modoc,879,1
2015,Modoc,5384,1
2015,Mono,1,1
2015,Mono,2,2
2015,Mono,3,1
2015,Mono,133,1
2015,Mono,339,1
2015,Mono,710,1
2015,Mono,8584,1
2015,Monterey,1,1
2015,Monterey,2,3
2015,Monterey,3,2
2015,Monterey,4,3
2015,Monterey,5,3
2015,Monterey,6,1
2015,Monterey,7,1
2015,Monterey,9,1
2015,Monterey,11,1
2015,Monterey,16,1
2015,Monterey,17,1
2015,Monterey,22,1
2015,Monterey,36,1
2015,Monterey,50,1
2015,Monterey,51,1
2015,Monterey,118,1
2015,Monterey,132,1
2015,Monterey,142,1
2015,Monterey,158,1
2015,Monterey,6135,1
2015,Monterey,7457,1
2015,Monterey,10974,1
2015,Monterey,240513,1
2015,Napa,1,4
2015,Napa,2,5
2015,Napa,4,4
2015,Napa,5,1
2015,Napa,6,1
2015,Napa,7,1
2015,Napa,9,1
2015,Napa,12,1
2015,Napa,13,1
2015,Napa,22,1
2015,Napa,32,1
2015,Napa,33,1
2015,Napa,42,1
2015,Napa,79,1
2015,Napa,106,1
2015,Napa,110,1
2015,Napa,145,1
2015,Napa,3352,1
2015,Napa,3680,1
2015,Napa,3977,1
2015,Napa,86222,1
2015,Nevada,1,1
2015,Nevada,2,3
2015,Nevada,3,2
2015,Nevada,4,1
2015,Nevada,5,1
2015,Nevada,7,1
2015,Nevada,14,1
2015,Nevada,18,1
2015,Nevada,33,1
2015,Nevada,37,1
2015,Nevada,40,1
2015,Nevada,42,1
2015,Nevada,1979,1
2015,Nevada,2117,1
2015,Nevada,5214,1
2015,Nevada,67137,1
2015,Orange,2,2
2015,Orange,6,2
2015,Orange,10,2
2015,Orange,28,1
2015,Orange,37,1
2015,Orange,40,1
2015,Orange,48,2
2015,Orange,51,1
2015,Orange,63,2
2015,Orange,70,1
2015,Orange,74,1
2015,Orange,90,1
2015,Orange,127,1
2015,Orange,142,1
2015,Orange,147,1
2015,Orange,225,1
2015,Orange,230,1
2015,Orange,241,1
2015,Orange,268,1
2015,Orange,309,1
2015,Orange,410,1
2015,Orange,1068,1
2015,Orange,1151,1
2015,Orange,1632,1
2015,Orange,1723,1
2015,Orange,1918,1
2015,Orange,3050,1
2015,Orange,3535,1
2015,Orange,4209,1
2015,Orange,31402,1
2015,Orange,64559,1
2015,Orange,67706,1
2015,Orange,1850178,1
2015,Out Of State,1,2
2015,Out Of State,2,2
2015,Out Of State,3,4
2015,Out Of State,4,1
2015,Out Of State,5,1
2015,Out Of State,6,2
2015,Out Of State,7,2
2015,Out Of State,8,2
2015,Out Of State,11,2
2015,Out Of State,14,1
2015,Out Of State,20,1
2015,Out Of State,24,1
2015,Out Of State,47,1
2015,Out Of State,48,1
2015,Out Of State,63,1
2015,Out Of State,81,1
2015,Out Of State,92,1
2015,Out Of State,97,1
2015,Out Of State,154,1
2015,Out Of State,321,1
2015,Out Of State,1022,1
2015,Out Of State,6688,1
2015,Out Of State,9297,1
2015,Out Of State,75901,1
2015,Out Of State,422205,1
2015,Placer,1,3
2015,Placer,2,3
2015,Placer,4,2
2015,Placer,5,3
2015,Placer,9,1
2015,Placer,10,1
2015,Placer,17,1
2015,Placer,18,1
2015,Placer,22,1
2015,Placer,24,1
2015,Placer,27,1
2015,Placer,40,1
2015,Placer,41,1
2015,Placer,74,1
2015,Placer,76,1
2015,Placer,116,1
2015,Placer,154,1
2015,Placer,181,1
2015,Placer,261,1
2015,Placer,289,1
2015,Placer,7974,1
2015,Placer,10105,1
2015,Placer,11536,1
2015,Placer,232165,1
2015,Plumas,1,5
2015,Plumas,2,1
2015,Plumas,128,1
2015,Plumas,566,1
2015,Plumas,1669,1
2015,Plumas,14833,1
2015,Riverside,1,2
2015,Riverside,3,2
2015,Riverside,11,1
2015,Riverside,12,1
2015,Riverside,13,1
2015,Riverside,20,1
2015,Riverside,21,2
2015,Riverside,22,2
2015,Riverside,25,1
2015,Riverside,31,1
2015,Riverside,33,1
2015,Riverside,47,1
2015,Riverside,60,1
2015,Riverside,82,1
2015,Riverside,85,1
2015,Riverside,105,1
2015,Riverside,235,1
2015,Riverside,367,1
2015,Riverside,381,1
2015,Riverside,518,1
2015,Riverside,577,1
2015,Riverside,690,1
2015,Riverside,812,1
2015,Riverside,1087,1
2015,Riverside,30571,1
2015,Riverside,35029,1
2015,Riverside,55361,1
2015,Riverside,1237905,1
2015,Sacramento,1,5
2015,Sacramento,2,2
2015,Sacramento,3,1
2015,Sacramento,4,1
2015,Sacramento,5,1
2015,Sacramento,11,2
2015,Sacramento,12,1
2015,Sacramento,14,1
2015,Sacramento,15,1
2015,Sacramento,16,1
2015,Sacramento,35,1
2015,Sacramento,38,1
2015,Sacramento,43,1
2015,Sacramento,80,1
2015,Sacramento,83,1
2015,Sacramento,102,1
2015,Sacramento,106,1
2015,Sacramento,128,1
2015,Sacramento,171,1
2015,Sacramento,223,1
2015,Sacramento,253,1
2015,Sacramento,260,1
2015,Sacramento,437,1
2015,Sacramento,608,1
2015,Sacramento,854,1
2015,Sacramento,20565,1
2015,Sacramento,24284,1
2015,Sacramento,30598,1
2015,Sacramento,811351,1
2015,San Benito,1,3
2015,San Benito,2,1
2015,San Benito,3,2
2015,San Benito,7,1
2015,San Benito,9,1
2015,San Benito,12,1
2015,San Benito,17,1
2015,San Benito,29,1
2015,San Benito,33,2
2015,San Benito,847,1
2015,San Benito,1954,1
2015,San Benito,2031,1
2015,San Benito,34807,1
2015,San Bernardino,1,1
2015,San Bernardino,3,2
2015,San Bernardino,5,2
2015,San Bernardino,6,2
2015,San Bernardino,7,1
2015,San Bernardino,14,1
2015,San Bernardino,16,1
2015,San Bernardino,20,1
2015,San Bernardino,21,2
2015,San Bernardino,32,1
2015,San Bernardino,38,1
2015,San Bernardino,46,1
2015,San Bernardino,55,1
2015,San Bernardino,65,1
2015,San Bernardino,66,1
2015,San Bernardino,76,1
2015,San Bernardino,200,1
2015,San Bernardino,251,1
2015,San Bernardino,256,1
2015,San Bernardino,387,1
2015,San Bernardino,388,1
2015,San Bernardino,400,1
2015,San Bernardino,686,1
2015,San Bernardino,885,1
2015,San Bernardino,22635,1
2015,San Bernardino,27767,1
2015,San Bernardino,49047,1
2015,San Bernardino,1136677,1
2015,San Diego,2,1
2015,San Diego,23,1
2015,San Diego,24,1
2015,San Diego,31,1
2015,San Diego,32,1
2015,San Diego,37,2
2015,San Diego,50,1
2015,San Diego,53,1
2015,San Diego,56,1
2015,San Diego,58,1
2015,San Diego,76,1
2015,San Diego,116,1
2015,San Diego,132,1
2015,San Diego,137,1
2015,San Diego,188,1
2015,San Diego,263,1
2015,San Diego,272,1
2015,San Diego,310,1
2015,San Diego,445,1
2015,San Diego,708,1
2015,San Diego,773,1
2015,San Diego,812,1
2015,San Diego,874,1
2015,San Diego,1241,1
2015,San Diego,1732,1
2015,San Diego,1834,1
2015,San Diego,2239,1
2015,San Diego,44929,1
2015,San Diego,67836,1
2015,San Diego,68634,1
2015,San Diego,1902073,1
2015,San Francisco,1,3
2015,San Francisco,2,1
2015,San Francisco,3,1
2015,San Francisco,4,1
2015,San Francisco,6,2
2015,San Francisco,7,1
2015,San Francisco,10,1
2015,San Francisco,12,1
2015,San Francisco,13,2
2015,San Francisco,17,1
2015,San Francisco,22,1
2015,San Francisco,40,1
2015,San Francisco,43,1
2015,San Francisco,44,1
2015,San Francisco,49,1
2015,San Francisco,53,1
2015,San Francisco,74,1
2015,San Francisco,76,1
2015,San Francisco,112,1
2015,San Francisco,141,1
2015,San Francisco,207,1
2015,San Francisco,255,1
2015,San Francisco,274,1
2015,San Francisco,461,1
2015,San Francisco,469,1
2015,San Francisco,491,1
2015,San Francisco,567,1
2015,San Francisco,700,1
2015,San Francisco,6112,1
2015,San Francisco,6834,1
2015,San Francisco,27216,1
2015,San Francisco,333731,1
2015,San Joaquin,1,4
2015,San Joaquin,2,3
2015,San Joaquin,3,1
2015,San Joaquin,4,1
2015,San Joaquin,5,1
2015,San Joaquin,6,1
2015,San Joaquin,7,1
2015,San Joaquin,9,1
2015,San Joaquin,10,2
2015,San Joaquin,22,1
2015,San Joaquin,29,1
2015,San Joaquin,32,1
2015,San Joaquin,33,1
2015,San Joaquin,38,1
2015,San Joaquin,41,1
2015,San Joaquin,70,1
2015,San Joaquin,87,1
2015,San Joaquin,131,1
2015,San Joaquin,165,1
2015,San Joaquin,225,1
2015,San Joaquin,8050,1
2015,San Joaquin,11474,1
2015,San Joaquin,18916,1
2015,San Joaquin,384155,1
2015,San Luis Obispo,1,3
2015,San Luis Obispo,2,3
2015,San Luis Obispo,3,1
2015,San Luis Obispo,4,2
2015,San Luis Obispo,6,1
2015,San Luis Obispo,7,2
2015,San Luis Obispo,8,2
2015,San Luis Obispo,9,1
2015,San Luis Obispo,10,1
2015,San Luis Obispo,14,1
2015,San Luis Obispo,17,1
2015,San Luis Obispo,23,1
2015,San Luis Obispo,34,1
2015,San Luis Obispo,54,1
2015,San Luis Obispo,55,1
2015,San Luis Obispo,61,1
2015,San Luis Obispo,87,1
2015,San Luis Obispo,92,1
2015,San Luis Obispo,133,1
2015,San Luis Obispo,146,1
2015,San Luis Obispo,6584,1
2015,San Luis Obispo,7757,1
2015,San Luis Obispo,10507,1
2015,San Luis Obispo,167033,1
2015,San Mateo,1,2
2015,San Mateo,2,1
2015,San Mateo,5,1
2015,San Mateo,10,1
2015,San Mateo,11,1
2015,San Mateo,14,1
2015,San Mateo,15,1
2015,San Mateo,18,2
2015,San Mateo,19,1
2015,San Mateo,27,1
2015,San Mateo,28,1
2015,San Mateo,29,1
2015,San Mateo,63,1
2015,San Mateo,64,1
2015,San Mateo,67,1
2015,San Mateo,82,1
2015,San Mateo,107,1
2015,San Mateo,110,1
2015,San Mateo,113,1
2015,San Mateo,118,1
2015,San Mateo,156,1
2015,San Mateo,159,1
2015,San Mateo,287,1
2015,San Mateo,297,1
2015,San Mateo,600,1
2015,San Mateo,705,1
2015,San Mateo,819,1
2015,San Mateo,1451,1
2015,San Mateo,1582,1
2015,San Mateo,8359,1
2015,San Mateo,15415,1
2015,San Mateo,26525,1
2015,San Mateo,504987,1
2015,Santa Barbara,1,4
2015,Santa Barbara,2,2
2015,Santa Barbara,3,1
2015,Santa Barbara,4,2
2015,Santa Barbara,5,1
2015,Santa Barbara,6,1
2015,Santa Barbara,7,2
2015,Santa Barbara,8,1
2015,Santa Barbara,9,1
2015,Santa Barbara,10,1
2015,Santa Barbara,13,1
2015,Santa Barbara,14,1
2015,Santa Barbara,17,1
2015,Santa Barbara,23,2
2015,Santa Barbara,35,1
2015,Santa Barbara,43,1
2015,Santa Barbara,58,1
2015,Santa Barbara,61,1
2015,Santa Barbara,109,1
2015,Santa Barbara,192,1
2015,Santa Barbara,209,1
2015,Santa Barbara,234,1
2015,Santa Barbara,7782,1
2015,Santa Barbara,8153,1
2015,Santa Barbara,10335,1
2015,Santa Barbara,246274,1
2015,Santa Clara,1,2
2015,Santa Clara,3,1
2015,Santa Clara,4,1
2015,Santa Clara,7,1
2015,Santa Clara,9,1
2015,Santa Clara,19,1
2015,Santa Clara,23,2
2015,Santa Clara,31,1
2015,Santa Clara,36,1
2015,Santa Clara,39,1
2015,Santa Clara,42,1
2015,Santa Clara,43,1
2015,Santa Clara,64,1
2015,Santa Clara,101,1
2015,Santa Clara,126,1
2015,Santa Clara,141,1
2015,Santa Clara,275,1
2015,Santa Clara,302,1
2015,Santa Clara,385,1
2015,Santa Clara,425,1
2015,Santa Clara,449,1
2015,Santa Clara,467,1
2015,Santa Clara,516,1
2015,Santa Clara,560,1
2015,Santa Clara,1043,1
2015,Santa Clara,1396,1
2015,Santa Clara,1539,1
2015,Santa Clara,2833,1
2015,Santa Clara,3669,1
2015,Santa Clara,3976,1
2015,Santa Clara,6744,1
2015,Santa Clara,18069,1
2015,Santa Clara,29051,1
2015,Santa Clara,56216,1
